status,job_hash,well,experiment_id,output_path,val_smape_agg,val_smape_cum,error,config,metadata
success,f7762024092bdc69148b4a084b32e595,P14,UNISIM_IV_P14_Seq2Trend_trial_47,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/f7762024092bdc69148b4a084b32e595.json,18.464513858298517,4.1180981030200305,,,
success,07d682f7252bba7603532d97d88de79e,P14,UNISIM_IV_P14_Seq2Trend_trial_48,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/07d682f7252bba7603532d97d88de79e.json,15.058753431712745,3.1474212042944165,,,
success,1769334ebdc8579d12f19eac8bd1a60e,P14,UNISIM_IV_P14_Seq2Trend_trial_49,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/1769334ebdc8579d12f19eac8bd1a60e.json,20.272292959915966,4.319940630301597,,,
success,bac8f2a678348d9f4f058877a9b384e6,P14,UNISIM_IV_P14_Seq2Trend_trial_50,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/bac8f2a678348d9f4f058877a9b384e6.json,19.809398209891295,4.154363209096896,,,
success,fdded65d2ea892d9a85a9357c44d31a5,P14,UNISIM_IV_P14_Seq2Trend_trial_51,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/fdded65d2ea892d9a85a9357c44d31a5.json,14.242867803633835,3.041986936532752,,,
success,60ce3ecd4a36c18b95f8c88b1e8d032b,P14,UNISIM_IV_P14_Seq2Trend_trial_52,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/60ce3ecd4a36c18b95f8c88b1e8d032b.json,22.815535428774766,4.874355555797201,,,
success,6ac1c01d4e1463c51706f4fca640d1ee,P14,UNISIM_IV_P14_Seq2Trend_trial_53,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/6ac1c01d4e1463c51706f4fca640d1ee.json,16.844031538299443,3.539551607233483,,,
success,2f30df58bc113f8d607dcb14b563061f,P14,UNISIM_IV_P14_Seq2Trend_trial_54,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/2f30df58bc113f8d607dcb14b563061f.json,14.229937506416727,2.9473720615489643,,,
success,e50253f7b632bfa88546885ca4551003,P14,UNISIM_IV_P14_Seq2Trend_trial_55,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/e50253f7b632bfa88546885ca4551003.json,48.05213001604755,9.77193765881398,,,
success,076f6cba03a505da22c5c4d52340dcfa,P14,UNISIM_IV_P14_Seq2Trend_trial_56,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/076f6cba03a505da22c5c4d52340dcfa.json,14.093703199737604,2.9177584780843295,,,
success,0ae72f9a2c43b51ddb520926072ca646,P14,UNISIM_IV_P14_Seq2Trend_trial_57,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/0ae72f9a2c43b51ddb520926072ca646.json,25.508075231673093,5.604129311064273,,,
success,ef7ed63d6bee48d4140371a39104ff4b,P14,UNISIM_IV_P14_Seq2Trend_trial_58,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/ef7ed63d6bee48d4140371a39104ff4b.json,100.24407358740606,17.86328976139603,,,
failure,d2887c59e45c0bdfbc264851d4bb0d54,P14,UNISIM_IV_P14_Seq2Trend_trial_59,,,,Input contains NaN.,"{'architecture_name': 'Seq2Trend', 'feature_kind': 'Normal', 'use_known_good': False, 'data_sample': 0.99, 'lag_window': 300, 'horizon': 300, 'epochs': 20, 'patience': 20, 'batch_size': 8, 'learning_rate': 0.05, 'test_size': 0.6, 'val_size': 0.1, 'aggregation_method': 'median', 'evaluate_by_slice': True, 'slice_ratios': (1.0,), 'aggregation_quantiles': '[0.25, 0.5, 0.75]', 'plot': False, 'scenario': 'P50', 'band': None, 'show_components': False, 'seed': 42, 'ensemble_models': 1, 'selected_features': ['PI', 'CE', 'BORE_GAS_VOL', 'AVG_DOWNHOLE_PRESSURE', 'AVG_WHP_P', 'Tempo_Inicio_Prod', 'Taxa_Declinio', 'BORE_OIL_VOL'], 'physics_strategy': 'combined_exp_arps', 'trend_degree': 3, 'optuna_trial_number': 59, 'experiment_id': 'UNISIM_IV_P14_Seq2Trend_trial_59', 'architecture_profile': None, 'profile_group': 'default_group', 'run_output_dir': '/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results', 'strategy_config': {'strategy_name': 'combined_exp_arps'}}","{'run_timestamp_utc': '2025-08-22T20:34:25.917402', 'hostname': 'gabriel-systemproductname', 'python_version': '3.10.5', 'git_commit_hash': '4cecbd944ef8d29df9f9bd898ca9045475c08dda'}"
success,ea6a6297e0a9e21571daa17c100470d4,P14,UNISIM_IV_P14_Seq2Trend_trial_60,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/ea6a6297e0a9e21571daa17c100470d4.json,20.65436749262719,4.459051539139358,,,
success,43ccd2281a2c78f30b1de9274293125d,P14,UNISIM_IV_P14_Seq2Trend_trial_61,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/43ccd2281a2c78f30b1de9274293125d.json,6.622031704077519,1.3117884836971354,,,
success,e40b907ecbed23715088010d92c9b697,P14,UNISIM_IV_P14_Seq2Trend_trial_62,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/e40b907ecbed23715088010d92c9b697.json,20.530292953301803,4.406938974313573,,,
